ID,Price
0,22276.41958401358
1,38655.19439253887
2,24805.340628347312
3,12600.877032389733
4,32172.320568146202
5,17079.108868491894
6,20923.503345106914
7,26775.49272753918
8,36324.03723487967
9,14456.423843048697
10,21112.978715688452
11,16339.545308099696
12,34514.40818123557
13,18092.30241826334
14,32308.42542519113
15,2846.991436876462
16,25578.36086338699
17,32124.866516223712
18,15570.420252287091
19,26149.76976061103
20,9140.817116946915
21,23063.094881487083
22,18076.35994774538
23,17470.600115662233
24,31135.40188503898
25,17294.956018692206
26,21865.00759488526
27,29480.341942094517
28,22646.880255725133
29,24593.142924111304
30,17678.915435455347
31,35206.7175762567
32,15151.724393872735
33,21293.89303620864
34,22725.2281539399
35,19767.094386889832
36,23106.603713830234
37,37348.88584074898
38,43070.35678136168
39,36594.43787682309
40,16242.812406668096
41,15678.820835934777
42,24196.1548231444
43,31201.47220872137
44,48508.792709650355
45,15566.256137804661
46,25739.876867688825
47,23852.426323810734
48,18359.873185203036
49,18639.554559648615
50,13821.667844160824
51,19035.102335918666
52,20296.201986513403
53,14835.61336688489
54,28780.232676705014
55,18518.053511297436
56,6009.853139861075
57,21504.469984849067
58,23300.64880506434
59,20123.11086708179
60,9441.39697866792
61,19560.42914019975
62,25005.83525265488
63,12313.150435757869
64,5275.059263511455
65,18733.224896918367
66,18716.890756382007
67,10158.992205987985
68,18273.962050424376
69,15603.624070454354
70,18941.616433269934
71,34728.66898762018
72,30406.493920169818
73,42094.37665089761
74,15533.741942852555
75,7542.873692796801
76,9917.92831937652
77,11854.42462471521
78,7516.006988876342
79,12282.928647633948
80,30477.953402295403
81,9351.501902428898
82,21986.99193108236
83,15052.079671832342
84,13899.81952723074
85,12102.909121385825
86,34911.58875906025
87,14883.770544993458
88,11371.271532831517
89,28758.529675145182
90,31407.6821264056
91,30857.714286386385
92,8707.235156341272
93,31063.74353446833
94,17464.734056528654
95,22517.63306885354
96,13709.35568285269
97,10620.123647002316
98,26085.400110524428
99,29080.46977668574
100,17948.748604327204
101,5320.324709345723
102,31391.361583589754
103,17867.362682579198
104,15220.1054949349
105,31388.335361187856
106,25100.575814322783
107,31563.152891506306
108,42895.7637588172
109,21879.528519005322
110,14460.773033514459
111,5352.00959050367
112,18833.500775819546
113,10032.241176275098
114,15978.672465248805
115,12079.549310785455
116,17564.18698856899
117,8673.837721771999
118,6898.988714644319
119,11166.123433518165
120,10609.394652772442
121,35609.99112332217
122,14219.998246942843
123,16769.37030609818
124,14677.23473547723
125,17666.068758256286
126,29041.392706484257
127,15085.002974061486
128,27247.486446711435
129,21320.97592481879
130,20514.502102436763
131,25809.882844780324
132,37114.71951495251
133,14561.24228095904
134,14954.610433671807
135,30719.24655359551
136,15892.028965521646
137,30279.778134955777
138,7691.412872071828
139,33967.86810190381
140,17001.335478757497
141,47039.12140850737
142,37220.700233266165
143,42452.34717678393
144,11470.356851331444
145,29830.196934650896
146,26063.51156510841
147,13143.114133262954
148,32227.37178982502
149,22185.536289529045
150,22686.99446452415
151,17744.57678018688
152,18113.464947264067
153,12131.108454627903
154,17875.8575647948
155,27975.01677760597
156,29190.06562341994
157,39571.00055230871
158,8613.388660353115
159,19056.149049743468
160,15336.830976818977
161,16425.864123237894
162,21484.919414973152
163,8054.110919059264
164,17969.801761843675
165,15393.449926125018
166,16784.154897987315
167,18241.428729106625
168,25267.177928536494
169,16038.47200262297
170,32469.133487629046
171,18732.31143546364
172,12126.092353497224
173,28111.34882920608
174,11559.862390088563
175,18395.355242255082
176,23104.34599138424
177,20903.286135244405
178,12078.005754114443
179,32714.464971777536
180,4153.670943258054
181,12652.78213941578
182,13211.63175747061
183,15978.505271134063
184,19463.923051985435
185,17651.078947113736
186,11796.726119593717
187,26188.352842469583
188,11305.00479908549
189,19140.94011697516
190,32841.64094313634
191,11948.421460710519
192,13545.634542749089
193,15838.226728456202
194,32017.432616733113
195,8370.173872543894
196,20035.0572786509
197,13180.595636662307
198,14494.605490773727
199,19549.81521507872
200,12639.443600362758
201,22227.85770360888
202,13387.040612618302
203,24121.76568255037
204,26662.222013280698
205,14689.366155924741
206,24269.9388368241
207,15359.361847176231
208,14971.371230755765
209,15061.886186737402
210,16088.36272511698
211,20575.305717259802
212,41314.72083346534
213,41298.93189430392
214,18226.588369322064
215,19506.071472231986
216,10911.18964976506
217,24950.315035304306
218,16254.17256415941
219,40686.88468838407
220,23927.169765724306
221,19440.100575838
222,11509.284404362594
223,17169.664333141594
224,11295.666902567338
225,15261.062812665865
226,25597.745924736286
227,9024.756581233714
228,43920.49597257033
229,31887.81791606526
230,4798.25319101654
231,15873.96830309876
232,18000.956848213234
233,19259.266818211538
234,24620.26012757527
235,27498.49321748126
236,16460.51892128538
237,21591.5900731314
238,26712.113479319854
239,21656.935998097928
240,20339.184844706735
241,28826.687073981466
242,32060.283634305884
243,13033.69919241786
244,14303.515672585085
245,12816.375457456537
246,21528.540144555725
247,26222.78813466676
248,13477.259290912427
249,27857.599768387965
250,23075.91862739599
251,7470.2977169385185
252,6074.202043038572
253,12533.906160426171
254,16918.238477970208
255,16968.215366924112
256,17546.732846847102
257,18014.062398112495
258,47340.630080760755
259,24873.07281339477
260,20891.52960240262
261,39039.578614697755
262,40125.44562192062
263,7298.117527955168
264,16350.612994685003
265,9676.107126585894
266,21868.88457133231
267,16798.88485920388
268,27778.42683694276
269,12884.99238989062
270,38720.60656147778
271,24349.644079251895
272,18243.955348587016
273,20401.57782787311
274,21793.09847609983
275,20861.65808239816
276,20334.336921135025
277,17020.107584041754
278,28818.43162714405
279,41968.09805011043
280,17802.8230380836
281,42763.23525422263
282,14535.98768667908
283,49506.034430378764
284,8099.5890231659205
285,17535.58869315934
286,20332.738545293836
287,32237.593627937433
288,38316.84576446869
289,17259.7737726459
290,30796.271579129378
291,13202.299074068205
292,21799.233527666427
293,36475.17597281967
294,22871.75140260858
295,25621.265792368213
296,26805.612090803912
297,14050.987194673626
298,22043.40282028454
299,15834.449335745136
300,16728.264446684523
301,17609.424487826192
302,6556.9787198816675
303,13270.456197077541
304,18754.04484133511
305,33217.24143317273
306,21018.291790364103
307,36184.997254341164
308,34056.97220573814
309,8605.505292331824
310,24771.737647231854
311,17038.6516025449
312,22963.3642285778
313,18177.834201886453
314,12790.861224838596
315,21240.043658775165
316,15898.576594505712
317,15078.363510816824
318,16960.803683396385
319,35279.01041636235
320,9945.939589392117
321,29023.414437109415
322,18977.867881205868
323,17041.095716348562
324,18530.115815184017
325,8922.53500210431
326,27541.767414417696
327,16096.994489683346
328,39601.41677043523
329,12939.742828124625
330,28031.11410444432
331,15738.375625381414
332,16625.381456646755
333,15098.537435444552
334,12569.732496254344
335,26277.921669314823
336,17513.34108003083
337,9842.374797034332
338,4423.178317775537
339,8576.625124761993
340,17637.325339399595
341,18335.213213883133
342,18745.62560185095
343,32260.234445634083
344,19097.01653132375
345,16416.039292891564
346,31004.15844764702
347,20766.691069848854
348,28160.96699131474
349,15740.62969456376
350,32161.979119750362
351,10607.62423156639
352,14950.56006057377
353,22358.26891456016
354,14990.449857250924
355,19098.229401421533
356,15096.584389190923
357,30160.372580174095
358,34472.94197189091
359,30061.015044980813
360,32650.137668877916
361,12047.538645368111
362,19055.947903234355
363,15465.481723028854
364,4820.959982772342
365,16470.749838148335
366,12925.528750627398
367,15364.665645770821
368,19492.198144693502
369,30252.28254612017
370,23494.313220962318
371,23655.716518171295
372,12007.180906834581
373,30958.63368786852
374,11819.007821768499
375,31200.434544333853
376,18516.305404898038
377,8311.784886095607
378,15927.130065943982
379,23262.924140327417
380,11186.034666672394
381,30379.934901455777
382,13037.81830621874
383,23431.432249907473
384,12903.233083956415
385,13938.556017478115
386,20353.576138577067
387,34513.23442836301
388,7495.834213787758
389,16217.636544128212
390,36314.60605485585
391,18881.031954073664
392,16398.512360506404
393,6861.423828783777
394,32417.72765331314
395,26335.254956188717
396,23899.49665298125
397,20981.551501297126
398,21619.995657813666
399,32736.522221457115
400,32944.58000246036
401,27770.930262285587
402,7884.657600190624
403,10249.03557673782
404,7259.320809433103
405,10388.535810698524
406,7800.803883305033
407,10009.531624675446
408,14677.483185335628
409,9892.825706713727
410,9478.202826366605
411,16000.715442264145
412,22414.709786582116
413,18296.088304984634
414,13781.490950635716
415,13101.542897445759
416,24974.493544917175
417,17658.902400761628
418,15283.957346989111
419,13822.934946425885
420,31681.593890994933
421,26463.13222500683
422,6464.202027895641
423,24316.556861484394
424,15006.606923505344
425,25611.331643474394
426,13286.706021548014
427,32091.30454464811
428,18018.156395809376
429,34903.21850057628
430,27947.348461181627
431,8629.066523323003
432,27144.96345479756
433,38977.47291136915
434,14866.953199257141
435,16405.71882358668
436,18992.894746995917
437,17283.619476944426
438,14512.647904089268
439,32463.96861892051
440,21341.77039832254
441,17379.391232562808
442,18810.679809105164
443,21152.80027709074
444,30141.815138254504
445,20709.571494501
446,24101.992760143872
447,18889.812337016774
448,17279.12708516164
449,11005.618369789729
450,8345.709708444008
451,16594.118887685392
452,13921.399586505591
453,20316.217420859288
454,27506.41057705096
455,14203.34645634785
456,10865.649149089359
457,19656.93257812097
458,16561.531342447404
459,24628.325049128267
460,32627.479397848376
461,33799.96762560261
462,17463.500516473967
463,13607.88489770267
464,32936.518458734856
465,23941.984816902288
466,10876.418898128311
467,14147.183534944628
468,26326.066270341053
469,11458.705635729137
470,17164.649157455977
471,21281.874669721085
472,25998.836508418757
473,36768.60989684017
474,31019.05730710097
475,8039.124306279899
476,30349.157348857567
477,27469.071885251207
478,16505.34811663307
479,13160.164245678374
480,33520.973824306624
481,12562.530259079133
482,4551.794520078653
483,18420.342673056206
484,26622.411128211796
485,26849.539555717387
486,13295.454743154869
487,20336.159191423918
488,16618.256046991763
489,18177.03461235217
490,5390.628337240877
491,17969.796069666783
492,29751.75051113803
493,14963.613478572372
494,11136.825743931215
495,21246.29560892945
496,10652.96132199592
497,18529.706874128893
498,13667.415462028535
499,21140.02111810588
500,21406.103808809446
501,32613.686169177923
502,22964.12891410104
503,31692.16084340602
504,10403.840662524886
505,13452.967180812726
506,31788.085546349193
507,29395.29392382878
508,7653.690863881316
509,35091.42693483599
510,18466.674702551056
511,44094.86285761068
512,15152.183873248017
513,28470.403733762058
514,27670.893600518408
515,19633.410773781678
516,10895.334391903905
517,15651.71205438891
518,14407.558120742884
519,12797.915847266568
520,11220.83214581408
521,18560.11756219124
522,40868.3884543826
523,14999.727216410523
524,10105.758458038907
525,17718.99846290104
526,26536.483280030225
527,23474.455789524643
528,11157.968451424567
529,35308.863661394156
530,26902.84883285796
531,25832.579494601974
532,8859.031436248304
533,22188.29379404341
534,7417.565206333839
535,34449.38152698443
536,10506.441304091712
537,24985.137914109295
538,19206.81915606612
539,15012.913451305625
540,25025.5701165772
541,12984.90566693533
542,27757.699872306974
543,27962.535176841568
544,24006.579316265605
545,31974.42706461376
546,26167.159344359097
547,14165.150305501238
548,12273.138302266356
549,21115.183529956674
550,10782.420298332494
551,19117.86417450777
552,21657.614793854827
553,38923.48965814305
554,17816.368626531035
555,12488.985831488668
556,40928.23809386539
557,18266.62424931756
558,26501.05047912883
559,33977.86752682157
560,13752.12337637599
561,12531.393093376833
562,17585.97062345933
563,27783.86302901051
564,32672.508787631665
565,11279.321288523264
566,30146.785904558044
567,17219.578078564722
568,27859.42353889362
569,41075.96124209444
570,12827.91976153847
571,26272.295735868393
572,30300.51965433136
573,15826.116751865984
574,30885.407584639863
575,21475.77641132916
576,17760.80503668941
577,15260.29702796284
578,21447.23052217692
579,9112.737972972549
580,31147.16058956458
581,33304.28474588637
582,21087.55881052452
583,14244.35640160023
584,42833.29150270811
585,11355.247465782346
586,16215.270252964956
587,3706.9097282984017
588,4074.6669003209377
589,19481.00234531726
590,16531.631424696207
591,23472.597841103827
592,9001.347788225094
593,22890.62485903242
594,42998.65863465818
595,31700.950374496242
596,38598.63176604696
597,6602.560869468752
598,28404.260675223068
599,15674.689587419343
600,23517.42983809377
601,18186.246138609073
602,3826.6013574002063
603,28019.876099887188
604,32369.080101881158
605,29361.87579914682
606,13462.165185413227
607,18896.47767605996
608,17797.290534612417
609,20108.95291446969
610,15607.031561259195
611,19112.07622644678
612,43031.14541816618
613,21339.669082021897
614,27494.263010484094
615,15228.915387215908
616,8879.456159858737
617,22957.623234186813
618,7846.68754521871
619,20080.308098194142
620,13951.526140020716
621,9531.256037998244
622,30898.393187351496
623,30743.724775433144
624,3359.3186948865527
625,17887.302312537824
626,47808.35543697732
627,10491.343595217644
628,23873.489802899905
629,18235.025760864173
630,13175.425191645447
631,10772.654363737596
632,14531.915151901465
633,20822.502583899066
634,17784.92794883896
635,8494.358541712543
636,30890.50544609384
637,16148.132622575422
638,11899.75244157351
639,13940.24465446812
640,16774.989207671988
641,4476.729273528826
642,14341.93917207046
643,11268.72877464499
644,24846.94465390147
645,13495.81360820887
646,27871.3932173847
647,28670.673653037316
648,30480.448950361257
649,6580.499991254521
650,10311.195581233345
651,20882.93677160114
652,42244.025980148
653,34941.72541888989
654,6398.8583949296635
655,14918.876538421291
656,16480.751055894798
657,19633.9259577676
658,29547.918905802147
659,30671.80730305627
660,28074.292819668004
661,16861.521296136518
662,34427.279158236575
663,26289.656805513336
664,12508.826768979265
665,8917.39121853007
666,15354.510181628963
667,44121.626375086205
668,21208.988962830117
669,29076.458999302766
670,7153.765999841727
671,20754.70872924991
672,24631.251072487645
673,27510.523445831972
674,9765.352609472558
675,12003.677741216
676,16369.70146593587
677,19486.19242735702
678,12727.371276886091
679,15580.284456043868
680,34030.32615091015
681,27962.315967488958
682,26231.291503942743
683,28644.054753280583
684,18072.304208585694
685,21064.816446412213
686,33373.68076231042
687,18495.818332072682
688,20439.880436933527
689,38409.41551991695
690,25331.19639538086
691,26515.990329130418
692,28817.743071195524
693,8940.376707377955
694,25362.557296978604
695,24566.28637663458
696,14249.203002523542
697,12645.841300012004
698,19906.642393668455
699,7475.122804028567
700,13424.69053917127
701,12804.72873659722
702,27726.530016701465
703,4420.047810749281
704,30373.44013217074
705,24745.9774241835
706,24113.70778395228
707,10809.174373341548
708,6706.302940805552
709,27697.711679668606
710,24981.999030417064
711,17737.877033794586
712,37895.71840784415
713,23599.971025577757
714,28995.857630524
715,5934.697999340221
716,18575.206933192007
717,23807.8882949143
718,32056.321274500064
719,28466.149346979815
720,10020.671059854636
721,13154.959679232554
722,20874.018078649362
723,34831.75927612566
724,19814.372864864486
725,12014.216234328558
726,18997.398658864488
727,16024.570333435933
728,37993.26517191022
729,22477.386852564694
730,34315.2629023075
731,13668.89636784551
732,16001.099308398376
733,20342.91773613967
734,20473.264153396198
735,14269.951253177418
736,18485.05755826207
737,19079.440222895846
738,17079.330447278975
739,32070.798075511226
740,2680.912451086355
741,3052.835019110733
742,11675.032980904127
743,18075.474806902203
744,17409.9160846045
745,21650.34610515874
746,30833.972774911963
747,37955.72659362938
748,17351.575167989566
749,32364.640969711414
750,19042.945978987576
751,15905.578008699275
752,42843.17434415254
753,30273.32312353552
754,32948.873270449774
755,12519.73926765844
756,13445.687250324869
757,17689.2342782725
758,18563.763855531663
759,13403.605109807986
760,30887.065498904023
761,32401.056731863308
762,18265.572426324343
763,25821.316699645755
764,34159.29624548084
765,24441.298007775218
766,15373.829723629611
767,15418.818890779221
768,28203.912048031343
769,24543.644159556
770,34735.14138220893
771,20362.024770986638
772,18268.22627023641
773,20903.374102137288
774,26121.40547317862
775,36015.31879328917
776,21473.0735609042
777,21163.72376877589
778,31287.878238930523
779,20240.87473029025
780,30692.287058711518
781,19121.416779809457
782,31284.77615308744
783,18702.082499085333
784,33727.33948198161
785,14535.387552053411
786,9057.265067090788
787,33771.485872709025
788,21037.604868230857
789,29731.531818781503
790,17990.61331101232
791,18754.533262469584
792,32667.5582472059
793,31893.65848120107
794,28035.2223657093
795,42336.71865290822
796,24092.75091462732
797,35722.803681286205
798,26355.821634768876
799,14059.169785859887
800,34018.38921649369
801,16506.88132874988
802,26394.019806159788
803,15171.545609489864
804,13625.178945033236
805,19415.203257555404
806,30561.803665886517
807,17869.559394701817
808,10544.305551683232
809,9499.821606664
810,13384.659386194026
811,24397.854167373454
812,13164.55742855797
813,9817.937933801637
814,16653.846852824776
815,34614.853607700185
816,31360.600665356094
817,7265.025738582357
818,13880.540739233162
819,29847.72676139099
820,23505.080056538212
821,14952.815746294977
822,13795.906580279063
823,9678.293747929414
824,21657.269271170648
825,15164.15149844
826,16893.12022409277
827,33328.746279152394
828,28914.750806174143
829,13295.278642208903
830,17198.052014861703
831,19967.866825609224
832,17582.227881014824
833,9339.25094220126
834,18706.639083522186
835,16603.991649549553
836,23533.508976409485
837,39824.56041422063
838,15560.414396359787
839,39857.26117328991
840,9953.696062246469
841,28991.16689159042
842,25696.224120673578
843,14911.617155848702
844,17301.042496786467
845,27146.752127414104
846,11669.54034813938
847,18806.620963789293
848,27080.75920120147
849,31116.840611494437
850,6591.633312169118
851,7942.423381510038
852,26649.185166343614
853,14888.989061810391
854,18398.678894194123
855,19829.069815085542
856,23358.312922600886
857,14825.24754870939
858,21443.869273775108
859,18152.25837485939
860,18704.093353895907
861,24148.193552893605
862,21951.92997797632
863,26546.433079995968
864,12101.676685805762
865,36296.70821293336
866,24994.76049191425
867,9799.391072459004
868,17440.284406273637
869,13709.754881343435
870,24689.758854664266
871,24058.423605064727
872,11900.11762835867
873,31001.88943084526
874,47652.15928631919
875,19701.47234830602
876,18636.40241245129
877,29613.78840786109
878,13917.0980933599
879,19711.496982639783
880,32259.92003617783
881,50422.76085128246
882,32222.54345901778
883,10938.734569866465
884,13154.859613701477
885,20398.623487656303
886,17952.290083035467
887,10469.558274096364
888,17454.393276134055
889,14805.347718910789
890,28827.76824772079
891,21853.07772740437
892,42758.11820784676
893,20935.060480325952
894,20605.84955278354
895,32035.524266256023
896,7439.06936656141
897,12625.254000000554
898,26102.802091294234
899,14345.779278607459
900,15325.08900686173
901,26325.377044127472
902,30005.575152827518
903,17229.162621025098
904,41922.07207490596
905,17609.61820005495
906,29262.949111591774
907,16982.45143961003
908,49066.960488096935
909,28620.534219044406
910,23478.366454418003
911,23222.32476139364
912,20550.58018304075
913,14085.794893777855
914,30125.54516556564
915,32628.021478671377
916,28083.573123969472
917,22353.417178807304
918,14136.81556782967
919,17901.387293621967
920,4380.203697785412
921,32096.89079719502
922,34358.73322755727
923,14124.589715224787
924,22972.815270222618
925,7244.623414531493
926,32557.845383648444
927,32264.73355608353
928,14941.859065983686
929,16771.952591886435
930,33794.284770492704
931,25411.249011158794
932,10689.961290635976
933,20736.202745815528
934,19747.24886488287
935,36236.9111589829
936,21704.909087412754
937,13704.476928101709
938,24000.129735929153
939,34566.684697513236
940,36989.12445211484
941,17521.634809260035
942,25928.41024483653
943,16173.739959977756
944,17599.825442817764
945,38492.91275626065
946,11698.522873922318
947,32900.7590009738
948,15874.56092894586
949,9680.665373777294
950,36228.50664356906
951,11573.86997957821
952,18425.504753653284
953,15564.017207152958
954,35466.46420607084
955,25203.228784298204
956,21112.30748384254
957,23575.89829363645
958,4979.730645541021
959,16838.885756322536
960,40838.578543705116
961,18708.820194086526
962,33329.25329867098
963,21661.045198863514
964,26294.526432339204
965,16040.1756645654
966,14102.92205253188
967,33120.09573119316
968,34901.25226378787
969,26370.606666317526
970,17170.022418353623
971,40011.05793153969
972,32872.64233359416
973,26863.55394534845
974,36812.456842583415
975,21999.529402085696
